date,Year,Month,Day,PUN
2005-05-03,2005,5,3,49.97234354166667
2005-05-04,2005,5,4,49.15639591666667
2005-05-05,2005,5,5,51.148359
2005-05-06,2005,5,6,48.04815754166667
2005-05-07,2005,5,7,37.986071375
2005-05-08,2005,5,8,36.222775125
2005-05-09,2005,5,9,49.86024654166667
2005-05-10,2005,5,10,50.63543583333333
2005-05-11,2005,5,11,49.345503791666665
2005-05-12,2005,5,12,49.88422875
2005-05-13,2005,5,13,51.211170458333335
2005-05-14,2005,5,14,42.423552791666665
2005-05-15,2005,5,15,34.20509725
2005-05-16,2005,5,16,48.892859125
2005-05-17,2005,5,17,50.83472716666667
2005-05-18,2005,5,18,48.85432720833333
2005-05-19,2005,5,19,50.799681166666666
2005-05-20,2005,5,20,53.00328691666667
2005-05-21,2005,5,21,42.94171541666667
2005-05-22,2005,5,22,36.044074625
2005-05-23,2005,5,23,52.35369491666667
2005-05-24,2005,5,24,54.376120625
2005-05-25,2005,5,25,55.30259970833333
2005-05-26,2005,5,26,53.46342933333333
2005-05-27,2005,5,27,53.89557120833334
2005-05-28,2005,5,28,43.59999645833334
2005-05-29,2005,5,29,36.27868825
2005-05-30,2005,5,30,53.333811958333335
2005-05-31,2005,5,31,54.13950125
2005-06-01,2005,6,1,52.80575125
2005-06-02,2005,6,2,40.75889983333333
2005-06-03,2005,6,3,48.233249625
2005-06-04,2005,6,4,45.412595958333334
2005-06-05,2005,6,5,33.000843083333336
2005-06-06,2005,6,6,44.391493875
2005-06-07,2005,6,7,52.97347375
2005-06-08,2005,6,8,47.89673341666667
2005-06-09,2005,6,9,53.81173954166667
2005-06-10,2005,6,10,50.92739304166667
2005-06-11,2005,6,11,42.2887705
2005-06-12,2005,6,12,36.12419508333333
2005-06-13,2005,6,13,55.996362
2005-06-14,2005,6,14,61.010844041666665
2005-06-15,2005,6,15,61.51186741666667
2005-06-16,2005,6,16,61.0827115
2005-06-17,2005,6,17,60.995610166666665
2005-06-18,2005,6,18,47.13112616666667
2005-06-19,2005,6,19,33.674516458333336
2005-06-20,2005,6,20,60.995876833333334
2005-06-21,2005,6,21,66.55559275
2005-06-22,2005,6,22,68.82846775
2005-06-23,2005,6,23,68.44395349999999
2005-06-24,2005,6,24,67.68680454166666
2005-06-25,2005,6,25,48.573891333333336
2005-06-26,2005,6,26,42.23907875
2005-06-27,2005,6,27,69.27125166666666
2005-06-28,2005,6,28,73.95137691666666
2005-06-29,2005,6,29,73.632051875
2005-06-30,2005,6,30,74.05586283333334
2005-07-01,2005,7,1,71.259718125
2005-07-02,2005,7,2,48.26160291666667
2005-07-03,2005,7,3,38.40251108333333
2005-07-04,2005,7,4,69.75746466666666
2005-07-05,2005,7,5,73.91663254166667
2005-07-06,2005,7,6,75.10913008333333
2005-07-07,2005,7,7,75.29045641666667
2005-07-08,2005,7,8,72.66889645833334
2005-07-09,2005,7,9,46.380694500000004
2005-07-10,2005,7,10,37.460044583333335
2005-07-11,2005,7,11,69.157148
2005-07-12,2005,7,12,76.110356
2005-07-13,2005,7,13,74.01490608333334
2005-07-14,2005,7,14,76.77615349999999
2005-07-15,2005,7,15,76.88981645833333
2005-07-16,2005,7,16,50.54640141666667
2005-07-17,2005,7,17,42.66205154166667
2005-07-18,2005,7,18,74.28921758333333
2005-07-19,2005,7,19,76.76280270833334
2005-07-20,2005,7,20,76.28100291666667
2005-07-21,2005,7,21,75.80559670833334
2005-07-22,2005,7,22,75.99497654166666
2005-07-23,2005,7,23,53.78336804166666
2005-07-24,2005,7,24,39.85286204166667
2005-07-25,2005,7,25,72.56445258333333
2005-07-26,2005,7,26,76.19429195833334
2005-07-27,2005,7,27,77.65540995833334
2005-07-28,2005,7,28,76.66697595833334
2005-07-29,2005,7,29,76.25778583333333
2005-07-30,2005,7,30,51.433339708333335
2005-07-31,2005,7,31,44.541978375
2005-08-01,2005,8,1,62.119987208333335
2005-08-02,2005,8,2,66.76242875
2005-08-03,2005,8,3,63.798805458333334
2005-08-04,2005,8,4,63.611478
2005-08-05,2005,8,5,60.419040208333335
2005-08-06,2005,8,6,46.770737625
2005-08-07,2005,8,7,43.370783958333334
2005-08-08,2005,8,8,50.96194508333333
2005-08-09,2005,8,9,62.092346416666665
2005-08-10,2005,8,10,61.614533791666666
2005-08-11,2005,8,11,55.23940216666667
2005-08-12,2005,8,12,57.30658141666667
2005-08-13,2005,8,13,49.90128391666667
2005-08-14,2005,8,14,43.27273575
2005-08-15,2005,8,15,43.069660416666665
2005-08-16,2005,8,16,58.53234104166667
2005-08-17,2005,8,17,55.42284920833333
2005-08-18,2005,8,18,59.01750020833333
2005-08-19,2005,8,19,55.0724875
2005-08-20,2005,8,20,49.17231683333333
2005-08-21,2005,8,21,43.97657325
2005-08-22,2005,8,22,42.104398708333335
2005-08-23,2005,8,23,63.85920145833333
2005-08-24,2005,8,24,62.686889625000006
2005-08-25,2005,8,25,63.11366125
2005-08-26,2005,8,26,62.00882320833334
2005-08-27,2005,8,27,50.495052083333334
2005-08-28,2005,8,28,43.57106579166667
2005-08-29,2005,8,29,64.73617541666667
2005-08-30,2005,8,30,69.33332120833333
2005-08-31,2005,8,31,69.593772375
2005-09-01,2005,9,1,68.33319945833334
2005-09-02,2005,9,2,67.84576825
2005-09-03,2005,9,3,54.41769675
2005-09-04,2005,9,4,45.942020666666664
2005-09-05,2005,9,5,67.58426354166666
2005-09-06,2005,9,6,68.59188566666667
2005-09-07,2005,9,7,67.22640533333333
2005-09-08,2005,9,8,66.96039229166666
2005-09-09,2005,9,9,66.45720929166667
2005-09-10,2005,9,10,52.563256208333335
2005-09-11,2005,9,11,41.69421179166667
2005-09-12,2005,9,12,63.506014291666666
2005-09-13,2005,9,13,67.80211908333334
2005-09-14,2005,9,14,64.64478941666667
2005-09-15,2005,9,15,64.06070854166667
2005-09-16,2005,9,16,64.741139875
2005-09-17,2005,9,17,56.197379125
2005-09-18,2005,9,18,47.416792625
2005-09-19,2005,9,19,68.26181979166667
2005-09-20,2005,9,20,70.78418620833334
2005-09-21,2005,9,21,71.33247195833333
2005-09-22,2005,9,22,70.08329704166667
2005-09-23,2005,9,23,70.16872954166666
2005-09-24,2005,9,24,54.364837
2005-09-25,2005,9,25,46.49488658333333
2005-09-26,2005,9,26,67.584626375
2005-09-27,2005,9,27,71.737200375
2005-09-28,2005,9,28,72.48945675
2005-09-29,2005,9,29,68.09197466666667
2005-09-30,2005,9,30,70.30062945833333
2005-10-01,2005,10,1,50.464741125
2005-10-02,2005,10,2,40.71048029166666
2005-10-03,2005,10,3,65.705408375
2005-10-04,2005,10,4,70.43533270833333
2005-10-05,2005,10,5,69.24314358333334
2005-10-06,2005,10,6,70.86973379166666
2005-10-07,2005,10,7,71.788950375
2005-10-08,2005,10,8,55.83685066666667
2005-10-09,2005,10,9,48.024586791666664
2005-10-10,2005,10,10,65.7782765
2005-10-11,2005,10,11,69.59538545833334
2005-10-12,2005,10,12,66.98253395833333
2005-10-13,2005,10,13,72.68679091666667
2005-10-14,2005,10,14,70.91968875
2005-10-15,2005,10,15,52.736145291666666
2005-10-16,2005,10,16,37.780452583333336
2005-10-17,2005,10,17,65.063666
2005-10-18,2005,10,18,68.88210175
2005-10-19,2005,10,19,68.22129408333333
2005-10-20,2005,10,20,68.38939108333334
2005-10-21,2005,10,21,70.01730345833333
2005-10-22,2005,10,22,54.752984125
2005-10-23,2005,10,23,46.04676791666667
2005-10-24,2005,10,24,65.76161979166666
2005-10-25,2005,10,25,68.73445358333333
2005-10-26,2005,10,26,69.70339979166667
2005-10-27,2005,10,27,69.454232875
2005-10-28,2005,10,28,68.25118441666667
2005-10-29,2005,10,29,50.954438625
2005-10-30,2005,10,30,37.53910328
2005-10-31,2005,10,31,57.851557541666665
2005-11-01,2005,11,1,35.16075216666667
2005-11-02,2005,11,2,58.777718
2005-11-03,2005,11,3,66.42452604166667
2005-11-04,2005,11,4,65.04501554166667
2005-11-05,2005,11,5,50.01391875
2005-11-06,2005,11,6,41.31656525
2005-11-07,2005,11,7,64.041305499999993
2005-11-08,2005,11,8,61.718300416666665
2005-11-09,2005,11,9,67.87563891666666
2005-11-10,2005,11,10,66.38729741666667
2005-11-11,2005,11,11,67.158108125
2005-11-12,2005,11,12,53.458304541666664
2005-11-13,2005,11,13,44.258480291666665
2005-11-14,2005,11,14,63.554392291666666
2005-11-15,2005,11,15,68.09991074999999
2005-11-16,2005,11,16,68.66052254166667
2005-11-17,2005,11,17,69.68840191666666
2005-11-18,2005,11,18,69.16875625
2005-11-19,2005,11,19,58.29281158333333
2005-11-20,2005,11,20,48.18252745833333
2005-11-21,2005,11,21,71.17628375
2005-11-22,2005,11,22,73.44933608333334
2005-11-23,2005,11,23,73.68329041666667
2005-11-24,2005,11,24,72.08313175
2005-11-25,2005,11,25,69.68245025
2005-11-26,2005,11,26,60.30467304166667
2005-11-27,2005,11,27,50.74326991666667
2005-11-28,2005,11,28,72.70093916666667
2005-11-29,2005,11,29,76.32278883333333
2005-11-30,2005,11,30,76.56612545833333
2005-12-01,2005,12,1,74.26461470833334
2005-12-02,2005,12,2,73.97590525
2005-12-03,2005,12,3,57.67345483333333
2005-12-04,2005,12,4,49.778862125
2005-12-05,2005,12,5,73.74349525
2005-12-06,2005,12,6,74.6019675
2005-12-07,2005,12,7,74.39526991666666
2005-12-08,2005,12,8,59.313589791666665
2005-12-09,2005,12,9,70.59574683333334
2005-12-10,2005,12,10,60.755914625
2005-12-11,2005,12,11,50.883269875
2005-12-12,2005,12,12,74.51186954166667
2005-12-13,2005,12,13,76.41478070833334
2005-12-14,2005,12,14,77.6506555
2005-12-15,2005,12,15,73.54698520833333
2005-12-16,2005,12,16,74.32113941666667
2005-12-17,2005,12,17,57.71437133333333
2005-12-18,2005,12,18,48.24054629166667
2005-12-19,2005,12,19,71.81001437500001
2005-12-20,2005,12,20,75.47518754166667
2005-12-21,2005,12,21,80.03097016666666
2005-12-22,2005,12,22,80.30904679166667
2005-12-23,2005,12,23,60.18579704166667
2005-12-24,2005,12,24,53.10418933333333
2005-12-25,2005,12,25,44.53846120833333
2005-12-26,2005,12,26,44.50775620833333
2005-12-27,2005,12,27,67.94837029166666
2005-12-28,2005,12,28,66.29156554166667
2005-12-29,2005,12,29,67.94175829166666
2005-12-30,2005,12,30,66.42494341666666
2005-12-31,2005,12,31,52.375159958333334
2006-01-01,2006,1,1,48.558340333333334
2006-01-02,2006,1,2,66.687781625
2006-01-03,2006,1,3,74.40622483333333
2006-01-04,2006,1,4,72.77327008333333
2006-01-05,2006,1,5,71.89154270833333
2006-01-06,2006,1,6,49.3496265
2006-01-07,2006,1,7,69.09271979166667
2006-01-08,2006,1,8,52.509394916666665
2006-01-09,2006,1,9,76.86560295833334
2006-01-10,2006,1,10,79.983138625
2006-01-11,2006,1,11,78.39504066666667
2006-01-12,2006,1,12,78.52315945833334
2006-01-13,2006,1,13,78.90160808333333
2006-01-14,2006,1,14,59.88044025
2006-01-15,2006,1,15,53.288179
2006-01-16,2006,1,16,80.55140804166666
2006-01-17,2006,1,17,80.094136625
2006-01-18,2006,1,18,79.847281375
2006-01-19,2006,1,19,79.39916608333333
2006-01-20,2006,1,20,78.81999620833334
2006-01-21,2006,1,21,61.65195729166667
2006-01-22,2006,1,22,51.968824875
2006-01-23,2006,1,23,82.04681683333334
2006-01-24,2006,1,24,85.078090375
2006-01-25,2006,1,25,84.09594191666666
2006-01-26,2006,1,26,85.52238045833333
2006-01-27,2006,1,27,85.57523825
2006-01-28,2006,1,28,70.2496965
2006-01-29,2006,1,29,55.86932279166667
2006-01-30,2006,1,30,83.03193833333333
2006-01-31,2006,1,31,86.37802983333333
2006-02-01,2006,2,1,84.756305125
2006-02-02,2006,2,2,86.67662041666667
2006-02-03,2006,2,3,84.30749475
2006-02-04,2006,2,4,73.29073041666666
2006-02-05,2006,2,5,60.63415845833333
2006-02-06,2006,2,6,87.14351779166667
2006-02-07,2006,2,7,86.42119854166667
2006-02-08,2006,2,8,86.74433883333333
2006-02-09,2006,2,9,90.425129
2006-02-10,2006,2,10,90.66795845833333
2006-02-11,2006,2,11,71.62547533333333
2006-02-12,2006,2,12,60.565569583333335
2006-02-13,2006,2,13,88.49143029166666
2006-02-14,2006,2,14,90.362066
2006-02-15,2006,2,15,89.83913533333333
2006-02-16,2006,2,16,90.45399499999999
2006-02-17,2006,2,17,86.29756425
2006-02-18,2006,2,18,62.9899355
2006-02-19,2006,2,19,54.030281708333334
2006-02-20,2006,2,20,88.05370429166666
2006-02-21,2006,2,21,89.45409829166667
2006-02-22,2006,2,22,89.95011954166667
2006-02-23,2006,2,23,90.93136045833333
2006-02-24,2006,2,24,91.67937475
2006-02-25,2006,2,25,68.261711125
2006-02-26,2006,2,26,61.41440333333333
2006-02-27,2006,2,27,96.97261508333334
2006-02-28,2006,2,28,93.04348295833333
2006-03-01,2006,3,1,91.65007629166666
2006-03-02,2006,3,2,93.90424866666666
2006-03-03,2006,3,3,87.63430675000001
2006-03-04,2006,3,4,68.972853125
2006-03-05,2006,3,5,63.01084983333333
2006-03-06,2006,3,6,91.92381204166666
2006-03-07,2006,3,7,94.24672754166666
2006-03-08,2006,3,8,94.23942716666666
2006-03-09,2006,3,9,89.42479754166666
2006-03-10,2006,3,10,89.76946129166666
2006-03-11,2006,3,11,67.58122516666667
2006-03-12,2006,3,12,59.7188825
2006-03-13,2006,3,13,84.32360495833333
2006-03-14,2006,3,14,85.23308820833333
2006-03-15,2006,3,15,88.51880704166666
2006-03-16,2006,3,16,87.61835208333333
2006-03-17,2006,3,17,85.69498795833333
2006-03-18,2006,3,18,66.16123604166667
2006-03-19,2006,3,19,54.910884375
2006-03-20,2006,3,20,85.76521641666666
2006-03-21,2006,3,21,86.05178141666667
2006-03-22,2006,3,22,85.85291295833333
2006-03-23,2006,3,23,86.2673825
2006-03-24,2006,3,24,85.210228625
2006-03-25,2006,3,25,60.373961333333334
2006-03-26,2006,3,26,55.191082130434786
2006-03-27,2006,3,27,74.98199616666666
2006-03-28,2006,3,28,76.10326883333333
2006-03-29,2006,3,29,70.11292970833333
2006-03-30,2006,3,30,69.838273875
2006-03-31,2006,3,31,67.40250583333334
2006-04-01,2006,4,1,58.752032416666665
2006-04-02,2006,4,2,52.99863375
2006-04-03,2006,4,3,66.75044195833334
2006-04-04,2006,4,4,69.66655454166667
2006-04-05,2006,4,5,74.92288420833333
2006-04-06,2006,4,6,76.62888199999999
2006-04-07,2006,4,7,78.30355358333334
2006-04-08,2006,4,8,62.34170816666667
2006-04-09,2006,4,9,51.207936625
2006-04-10,2006,4,10,75.763203875
2006-04-11,2006,4,11,77.057032375
2006-04-12,2006,4,12,77.81747625
2006-04-13,2006,4,13,77.78022708333333
2006-04-14,2006,4,14,78.07531625
2006-04-15,2006,4,15,56.48659554166667
2006-04-16,2006,4,16,51.562255
2006-04-17,2006,4,17,51.6337935
2006-04-18,2006,4,18,76.06109595833334
2006-04-19,2006,4,19,77.36123470833333
2006-04-20,2006,4,20,77.068372625
2006-04-21,2006,4,21,77.749303375
2006-04-22,2006,4,22,63.5997975
2006-04-23,2006,4,23,52.70906883333333
2006-04-24,2006,4,24,66.3555325
2006-04-25,2006,4,25,50.101258666666666
2006-04-26,2006,4,26,77.315435125
2006-04-27,2006,4,27,78.77081158333334
2006-04-28,2006,4,28,78.75995704166667
2006-04-29,2006,4,29,58.96351425
2006-04-30,2006,4,30,49.680149875
2006-05-01,2006,5,1,46.185619875
2006-05-02,2006,5,2,73.04604429166666
2006-05-03,2006,5,3,74.51543041666666
2006-05-04,2006,5,4,73.109847875
2006-05-05,2006,5,5,71.73229058333334
2006-05-06,2006,5,6,60.330262166666664
2006-05-07,2006,5,7,49.64546895833333
2006-05-08,2006,5,8,71.03515616666667
2006-05-09,2006,5,9,71.64368983333334
2006-05-10,2006,5,10,71.69886041666666
2006-05-11,2006,5,11,71.58994079166666
2006-05-12,2006,5,12,72.100274375
2006-05-13,2006,5,13,60.37308604166667
2006-05-14,2006,5,14,52.303347125
2006-05-15,2006,5,15,73.91537716666667
2006-05-16,2006,5,16,73.13305029166666
2006-05-17,2006,5,17,73.18018208333334
2006-05-18,2006,5,18,73.79141041666666
2006-05-19,2006,5,19,72.80951125
2006-05-20,2006,5,20,61.81667254166667
2006-05-21,2006,5,21,50.323936375
2006-05-22,2006,5,22,73.2945845
2006-05-23,2006,5,23,72.98856845833333
2006-05-24,2006,5,24,73.52715645833334
2006-05-25,2006,5,25,74.23790566666666
2006-05-26,2006,5,26,72.40233875
2006-05-27,2006,5,27,58.882992333333334
2006-05-28,2006,5,28,47.757385625
2006-05-29,2006,5,29,71.480754
2006-05-30,2006,5,30,73.250640875
2006-05-31,2006,5,31,73.55990075
2006-06-01,2006,6,1,73.94530075
2006-06-02,2006,6,2,51.82870329166666
2006-06-03,2006,6,3,58.44365208333333
2006-06-04,2006,6,4,48.94403729166667
2006-06-05,2006,6,5,68.18566025
2006-06-06,2006,6,6,72.11071420833333
2006-06-07,2006,6,7,73.053988125
2006-06-08,2006,6,8,72.37755570833333
2006-06-09,2006,6,9,72.65075941666666
2006-06-10,2006,6,10,58.309707708333335
2006-06-11,2006,6,11,48.52680591666667
2006-06-12,2006,6,12,68.15832616666667
2006-06-13,2006,6,13,74.85380454166666
2006-06-14,2006,6,14,76.05726866666666
2006-06-15,2006,6,15,75.562407375
2006-06-16,2006,6,16,75.98989220833333
2006-06-17,2006,6,17,62.764684583333334
2006-06-18,2006,6,18,54.63673483333333
2006-06-19,2006,6,19,71.87867295833333
2006-06-20,2006,6,20,77.67330516666667
2006-06-21,2006,6,21,80.14501475
2006-06-22,2006,6,22,81.83923925
2006-06-23,2006,6,23,84.2368595
2006-06-24,2006,6,24,66.57668854166667
2006-06-25,2006,6,25,61.968151375
2006-06-26,2006,6,26,89.07296645833334
2006-06-27,2006,6,27,91.32020504166667
2006-06-28,2006,6,28,90.74049325
2006-06-29,2006,6,29,93.562308875
2006-06-30,2006,6,30,92.77172420833334
2006-07-01,2006,7,1,65.31716570833333
2006-07-02,2006,7,2,52.99327375
2006-07-03,2006,7,3,81.37784233333333
2006-07-04,2006,7,4,88.30530616666667
2006-07-05,2006,7,5,89.598506875
2006-07-06,2006,7,6,89.53325845833334
2006-07-07,2006,7,7,87.19240970833333
2006-07-08,2006,7,8,67.70038970833333
2006-07-09,2006,7,9,60.695596583333334
2006-07-10,2006,7,10,89.80645491666667
2006-07-11,2006,7,11,89.99006904166667
2006-07-12,2006,7,12,91.05826604166667
2006-07-13,2006,7,13,90.63798620833333
2006-07-14,2006,7,14,89.70046775
2006-07-15,2006,7,15,65.5323225
2006-07-16,2006,7,16,58.138883625
2006-07-17,2006,7,17,83.97640316666666
2006-07-18,2006,7,18,91.773233625
2006-07-19,2006,7,19,91.92342129166666
2006-07-20,2006,7,20,94.16365175
2006-07-21,2006,7,21,91.65422775
2006-07-22,2006,7,22,74.27096125
2006-07-23,2006,7,23,65.61193754166666
2006-07-24,2006,7,24,91.74401487499999
2006-07-25,2006,7,25,99.22166508333333
2006-07-26,2006,7,26,142.59549033333334
2006-07-27,2006,7,27,100.79631304166666
2006-07-28,2006,7,28,100.55534620833333
2006-07-29,2006,7,29,78.15714633333333
2006-07-30,2006,7,30,68.07066075
2006-07-31,2006,7,31,87.05930729166667
2006-08-01,2006,8,1,87.59944166666666
2006-08-02,2006,8,2,91.14247604166667
2006-08-03,2006,8,3,83.74027120833333
2006-08-04,2006,8,4,87.59464633333333
2006-08-05,2006,8,5,71.5005565
2006-08-06,2006,8,6,64.38914150000001
2006-08-07,2006,8,7,78.14354833333333
2006-08-08,2006,8,8,77.27917033333333
2006-08-09,2006,8,9,77.03441729166667
2006-08-10,2006,8,10,74.92315420833333
2006-08-11,2006,8,11,72.57519779166667
2006-08-12,2006,8,12,71.16916970833333
2006-08-13,2006,8,13,62.668887749999996
2006-08-14,2006,8,14,64.06488066666667
2006-08-15,2006,8,15,56.416385875
2006-08-16,2006,8,16,64.34593316666667
2006-08-17,2006,8,17,69.29321541666667
2006-08-18,2006,8,18,69.56278858333333
2006-08-19,2006,8,19,65.70755666666666
2006-08-20,2006,8,20,61.46339245833333
2006-08-21,2006,8,21,72.625298625
2006-08-22,2006,8,22,79.75213758333334
2006-08-23,2006,8,23,79.62535737500001
2006-08-24,2006,8,24,76.60797825
2006-08-25,2006,8,25,77.03886308333334
2006-08-26,2006,8,26,72.66856891666667
2006-08-27,2006,8,27,60.2641785
2006-08-28,2006,8,28,80.08584158333333
2006-08-29,2006,8,29,85.94416583333333
2006-08-30,2006,8,30,85.01458891666667
2006-08-31,2006,8,31,85.89479833333334
2006-09-01,2006,9,1,85.451629125
2006-09-02,2006,9,2,66.832039875
2006-09-03,2006,9,3,61.87103916666667
2006-09-04,2006,9,4,81.11320375
2006-09-05,2006,9,5,88.11798841666666
2006-09-06,2006,9,6,89.11042229166667
2006-09-07,2006,9,7,87.59388575
2006-09-08,2006,9,8,86.27913808333332
2006-09-09,2006,9,9,65.73499516666666
2006-09-10,2006,9,10,62.52228645833333
2006-09-11,2006,9,11,84.131711875
2006-09-12,2006,9,12,86.41748545833333
2006-09-13,2006,9,13,87.10021645833334
2006-09-14,2006,9,14,86.52834533333333
2006-09-15,2006,9,15,84.79530304166667
2006-09-16,2006,9,16,64.474871875
2006-09-17,2006,9,17,58.367667875
2006-09-18,2006,9,18,78.21785670833333
2006-09-19,2006,9,19,82.183964125
2006-09-20,2006,9,20,79.7082825
2006-09-21,2006,9,21,78.36949525
2006-09-22,2006,9,22,76.77610875
2006-09-23,2006,9,23,62.70120241666667
2006-09-24,2006,9,24,59.325201041666666
2006-09-25,2006,9,25,73.28186829166667
2006-09-26,2006,9,26,78.98662545833334
2006-09-27,2006,9,27,78.171102
2006-09-28,2006,9,28,80.66410195833333
2006-09-29,2006,9,29,78.59664420833333
2006-09-30,2006,9,30,65.27169579166667
2006-10-01,2006,10,1,53.095953375
2006-10-02,2006,10,2,77.42249120833333
2006-10-03,2006,10,3,77.49496574999999
2006-10-04,2006,10,4,77.222504
2006-10-05,2006,10,5,76.03500366666667
2006-10-06,2006,10,6,73.67032170833333
2006-10-07,2006,10,7,60.47260729166667
2006-10-08,2006,10,8,54.582368375
2006-10-09,2006,10,9,76.645446
2006-10-10,2006,10,10,76.69440616666667
2006-10-11,2006,10,11,75.55073433333334
2006-10-12,2006,10,12,81.14141041666667
2006-10-13,2006,10,13,77.7675875
2006-10-14,2006,10,14,59.36407741666667
2006-10-15,2006,10,15,53.940906416666664
