date,Year,Month,Day,PUN
2009-08-25,2009,8,25,89.15852799999999
2009-08-26,2009,8,26,87.98002908333333
2009-08-27,2009,8,27,81.79846370833333
2009-08-28,2009,8,28,79.45708629166667
2009-08-29,2009,8,29,81.867135875
2009-08-30,2009,8,30,50.233547333333334
2009-08-31,2009,8,31,92.574754875
2009-09-01,2009,9,1,94.99313491666666
2009-09-02,2009,9,2,97.56363925000001
2009-09-03,2009,9,3,96.84443241666666
2009-09-04,2009,9,4,91.55762770833333
2009-09-05,2009,9,5,69.68233654166667
2009-09-06,2009,9,6,63.707296375
2009-09-07,2009,9,7,69.88704466666667
2009-09-08,2009,9,8,70.218156625
2009-09-09,2009,9,9,81.5826265
2009-09-10,2009,9,10,80.04556600000001
2009-09-11,2009,9,11,68.50625641666667
2009-09-12,2009,9,12,66.72919808333333
2009-09-13,2009,9,13,53.39771725
2009-09-14,2009,9,14,59.85164691666667
2009-09-15,2009,9,15,62.59808745833333
2009-09-16,2009,9,16,70.01201666666667
2009-09-17,2009,9,17,62.01597808333333
2009-09-18,2009,9,18,59.970071833333336
2009-09-19,2009,9,19,56.054951083333336
2009-09-20,2009,9,20,60.389704875
2009-09-21,2009,9,21,53.479047791666666
2009-09-22,2009,9,22,52.768725624999995
2009-09-23,2009,9,23,56.505919041666665
2009-09-24,2009,9,24,56.8434435
2009-09-25,2009,9,25,54.89662508333333
2009-09-26,2009,9,26,62.93910325
2009-09-27,2009,9,27,53.51904854166666
2009-09-28,2009,9,28,55.0466015
2009-09-29,2009,9,29,54.860880208333334
2009-09-30,2009,9,30,58.342600833333336
2009-10-01,2009,10,1,63.975213374999996
2009-10-02,2009,10,2,56.5978385
2009-10-03,2009,10,3,46.19464541666667
2009-10-04,2009,10,4,44.802383541666664
2009-10-05,2009,10,5,56.475640125
2009-10-06,2009,10,6,55.43858904166667
2009-10-07,2009,10,7,58.80078041666667
2009-10-08,2009,10,8,61.58154004166667
2009-10-09,2009,10,9,56.760280333333334
2009-10-10,2009,10,10,46.487069625000004
2009-10-11,2009,10,11,42.536727375
2009-10-12,2009,10,12,48.5327415
2009-10-13,2009,10,13,49.226997375
2009-10-14,2009,10,14,54.34665416666667
2009-10-15,2009,10,15,60.933244583333334
2009-10-16,2009,10,16,61.0263045
2009-10-17,2009,10,17,62.068826625
2009-10-18,2009,10,18,54.139108
2009-10-19,2009,10,19,81.55762508333333
2009-10-20,2009,10,20,82.40116475
2009-10-21,2009,10,21,63.507769208333336
2009-10-22,2009,10,22,69.14398929166667
2009-10-23,2009,10,23,68.04790141666668
2009-10-24,2009,10,24,54.504739791666665
2009-10-25,2009,10,25,41.4998788
2009-10-26,2009,10,26,57.02715525
2009-10-27,2009,10,27,58.29878195833333
2009-10-28,2009,10,28,58.029850875
2009-10-29,2009,10,29,62.601247
2009-10-30,2009,10,30,55.843544458333334
2009-10-31,2009,10,31,54.73396283333334
2009-11-01,2009,11,1,50.33194079166667
2009-11-02,2009,11,2,60.81591529166666
2009-11-03,2009,11,3,61.648192791666666
2009-11-04,2009,11,4,62.00111808333333
2009-11-05,2009,11,5,55.929168749999995
2009-11-06,2009,11,6,51.878090291666666
2009-11-07,2009,11,7,63.245456958333335
2009-11-08,2009,11,8,42.83978366666667
2009-11-09,2009,11,9,69.594769
2009-11-10,2009,11,10,58.000692083333334
2009-11-11,2009,11,11,51.439594291666666
2009-11-12,2009,11,12,59.35811008333333
2009-11-13,2009,11,13,53.35144458333333
2009-11-14,2009,11,14,48.55655633333333
2009-11-15,2009,11,15,49.4500725
2009-11-16,2009,11,16,49.053418
2009-11-17,2009,11,17,47.311042541666666
2009-11-18,2009,11,18,47.74812125
2009-11-19,2009,11,19,53.77978591666667
2009-11-20,2009,11,20,54.54744575
2009-11-21,2009,11,21,55.59404216666667
2009-11-22,2009,11,22,49.33812429166667
2009-11-23,2009,11,23,51.50367595833333
2009-11-24,2009,11,24,53.69904420833333
2009-11-25,2009,11,25,52.73716158333333
2009-11-26,2009,11,26,56.293751125
2009-11-27,2009,11,27,56.749662625
2009-11-28,2009,11,28,50.265154
2009-11-29,2009,11,29,46.26972429166667
2009-11-30,2009,11,30,54.51535008333333
2009-12-01,2009,12,1,62.19380725
2009-12-02,2009,12,2,57.42195983333333
2009-12-03,2009,12,3,54.72730729166667
2009-12-04,2009,12,4,53.113928333333334
2009-12-05,2009,12,5,59.971313875
2009-12-06,2009,12,6,57.086401125
2009-12-07,2009,12,7,57.052372416666664
2009-12-08,2009,12,8,41.675189625
2009-12-09,2009,12,9,54.29551454166667
2009-12-10,2009,12,10,61.56076158333334
2009-12-11,2009,12,11,64.661632875
2009-12-12,2009,12,12,66.14439570833333
2009-12-13,2009,12,13,57.284923416666665
2009-12-14,2009,12,14,78.46183058333334
2009-12-15,2009,12,15,68.733415
2009-12-16,2009,12,16,78.46103320833333
2009-12-17,2009,12,17,69.51528833333333
2009-12-18,2009,12,18,65.4778155
2009-12-19,2009,12,19,57.83275595833334
2009-12-20,2009,12,20,54.42467704166667
2009-12-21,2009,12,21,56.86196679166667
2009-12-22,2009,12,22,50.988392125
2009-12-23,2009,12,23,59.48756270833333
2009-12-24,2009,12,24,41.13864266666667
2009-12-25,2009,12,25,33.58133854166667
2009-12-26,2009,12,26,53.34461158333333
2009-12-27,2009,12,27,60.583748
2009-12-28,2009,12,28,50.35755116666667
2009-12-29,2009,12,29,46.153796416666665
2009-12-30,2009,12,30,54.01971445833333
2009-12-31,2009,12,31,52.33233766666667
2010-01-01,2010,1,1,31.674386833333333
2010-01-02,2010,1,2,69.94206145833333
2010-01-03,2010,1,3,59.553697541666665
2010-01-04,2010,1,4,63.88710366666667
2010-01-05,2010,1,5,58.177139000000004
2010-01-06,2010,1,6,54.94871954166667
2010-01-07,2010,1,7,110.94417625
2010-01-08,2010,1,8,86.45337816666668
2010-01-09,2010,1,9,67.645080625
2010-01-10,2010,1,10,59.24574504166667
2010-01-11,2010,1,11,84.05107808333334
2010-01-12,2010,1,12,75.98560991666666
2010-01-13,2010,1,13,65.782702875
2010-01-14,2010,1,14,63.020444999999995
2010-01-15,2010,1,15,68.06959933333333
2010-01-16,2010,1,16,56.74402875
2010-01-17,2010,1,17,55.271683458333335
2010-01-18,2010,1,18,60.888639749999996
2010-01-19,2010,1,19,61.444169625
2010-01-20,2010,1,20,67.06587541666667
2010-01-21,2010,1,21,62.36590941666667
2010-01-22,2010,1,22,61.198388208333334
2010-01-23,2010,1,23,57.445377791666665
2010-01-24,2010,1,24,52.230755375
2010-01-25,2010,1,25,56.25621354166667
2010-01-26,2010,1,26,57.73373108333333
2010-01-27,2010,1,27,64.70536929166667
2010-01-28,2010,1,28,63.62727808333333
2010-01-29,2010,1,29,61.83773591666667
2010-01-30,2010,1,30,57.52536141666667
2010-01-31,2010,1,31,51.37278975
2010-02-01,2010,2,1,69.56596670833333
2010-02-02,2010,2,2,62.30239245833333
2010-02-03,2010,2,3,58.809845208333336
2010-02-04,2010,2,4,62.26672966666666
2010-02-05,2010,2,5,65.43283475
2010-02-06,2010,2,6,62.142462875
2010-02-07,2010,2,7,60.180007625
2010-02-08,2010,2,8,61.227146
2010-02-09,2010,2,9,63.009251666666664
2010-02-10,2010,2,10,62.98722370833333
2010-02-11,2010,2,11,68.25251525
2010-02-12,2010,2,12,64.064747875
2010-02-13,2010,2,13,63.95022933333333
2010-02-14,2010,2,14,63.66761525
2010-02-15,2010,2,15,70.37548775
2010-02-16,2010,2,16,70.3933335
2010-02-17,2010,2,17,64.99016533333334
2010-02-18,2010,2,18,65.8554145
2010-02-19,2010,2,19,64.040928875
2010-02-20,2010,2,20,59.67228058333333
2010-02-21,2010,2,21,53.73440216666667
2010-02-22,2010,2,22,59.706697125
2010-02-23,2010,2,23,56.172851083333335
2010-02-24,2010,2,24,60.16217475
2010-02-25,2010,2,25,62.43108483333334
2010-02-26,2010,2,26,68.39979566666666
2010-02-27,2010,2,27,55.80248516666667
2010-02-28,2010,2,28,51.894925666666666
2010-03-01,2010,3,1,54.33665108333333
2010-03-02,2010,3,2,62.12329125
2010-03-03,2010,3,3,61.38936308333333
2010-03-04,2010,3,4,61.25254629166667
2010-03-05,2010,3,5,57.647271833333335
2010-03-06,2010,3,6,68.570677125
2010-03-07,2010,3,7,55.44374633333333
2010-03-08,2010,3,8,60.47436616666667
2010-03-09,2010,3,9,64.07924554166667
2010-03-10,2010,3,10,68.96985125
2010-03-11,2010,3,11,79.51391179166667
2010-03-12,2010,3,12,65.90371462499999
2010-03-13,2010,3,13,67.49524591666666
2010-03-14,2010,3,14,61.38796254166667
2010-03-15,2010,3,15,73.68245491666667
2010-03-16,2010,3,16,68.80943329166666
2010-03-17,2010,3,17,64.92108375
2010-03-18,2010,3,18,65.20560141666667
2010-03-19,2010,3,19,62.61809183333333
2010-03-20,2010,3,20,69.30833929166667
2010-03-21,2010,3,21,59.70077991666667
2010-03-22,2010,3,22,60.210601583333336
2010-03-23,2010,3,23,64.42025425
2010-03-24,2010,3,24,59.90328341666667
2010-03-25,2010,3,25,57.3644785
2010-03-26,2010,3,26,59.041138375
2010-03-27,2010,3,27,67.31025854166667
2010-03-28,2010,3,28,60.233727521739134
2010-03-29,2010,3,29,56.52442504166667
2010-03-30,2010,3,30,55.366708625
2010-03-31,2010,3,31,54.24627133333333
2010-04-01,2010,4,1,61.973373125
2010-04-02,2010,4,2,52.33946795833333
2010-04-03,2010,4,3,67.085572375
2010-04-04,2010,4,4,57.68632733333333
2010-04-05,2010,4,5,48.37646425
2010-04-06,2010,4,6,66.26967695833333
2010-04-07,2010,4,7,64.21659416666667
2010-04-08,2010,4,8,72.13582420833333
2010-04-09,2010,4,9,61.02387645833333
2010-04-10,2010,4,10,70.34811541666667
2010-04-11,2010,4,11,62.435757375
2010-04-12,2010,4,12,59.56839058333333
2010-04-13,2010,4,13,57.655517
2010-04-14,2010,4,14,64.68306120833333
2010-04-15,2010,4,15,63.87595883333333
2010-04-16,2010,4,16,64.88670675
2010-04-17,2010,4,17,64.249209625
2010-04-18,2010,4,18,71.468237875
2010-04-19,2010,4,19,60.66431166666667
2010-04-20,2010,4,20,55.832279791666664
2010-04-21,2010,4,21,59.081572875
2010-04-22,2010,4,22,57.79038633333333
2010-04-23,2010,4,23,59.571531125
2010-04-24,2010,4,24,70.916296375
2010-04-25,2010,4,25,50.34572283333333
2010-04-26,2010,4,26,59.61435591666667
2010-04-27,2010,4,27,60.816779708333335
2010-04-28,2010,4,28,55.08699529166667
2010-04-29,2010,4,29,62.366780625
2010-04-30,2010,4,30,57.05028454166666
2010-05-01,2010,5,1,47.50074466666667
2010-05-02,2010,5,2,58.02101583333334
2010-05-03,2010,5,3,60.508340875
2010-05-04,2010,5,4,58.18752366666667
2010-05-05,2010,5,5,66.73686708333334
2010-05-06,2010,5,6,57.27050295833333
2010-05-07,2010,5,7,61.406149125
2010-05-08,2010,5,8,64.92843570833332
2010-05-09,2010,5,9,54.979509625
2010-05-10,2010,5,10,61.66626404166667
2010-05-11,2010,5,11,57.476795
2010-05-12,2010,5,12,59.11019958333333
2010-05-13,2010,5,13,55.195466625
2010-05-14,2010,5,14,58.66462383333334
2010-05-15,2010,5,15,64.59951729166667
2010-05-16,2010,5,16,47.39814333333334
2010-05-17,2010,5,17,58.32495783333333
2010-05-18,2010,5,18,60.721018375
2010-05-19,2010,5,19,59.262941624999996
2010-05-20,2010,5,20,63.429377833333334
2010-05-21,2010,5,21,59.126045958333336
2010-05-22,2010,5,22,58.096935875
2010-05-23,2010,5,23,49.47840825
2010-05-24,2010,5,24,66.28637333333333
2010-05-25,2010,5,25,67.3662585
2010-05-26,2010,5,26,66.509152375
2010-05-27,2010,5,27,68.91857966666667
2010-05-28,2010,5,28,59.545840166666665
2010-05-29,2010,5,29,48.071850500000004
2010-05-30,2010,5,30,54.69183995833333
2010-05-31,2010,5,31,66.61885575
2010-06-01,2010,6,1,71.482154125
2010-06-02,2010,6,2,44.49485441666667
2010-06-03,2010,6,3,58.14822291666667
2010-06-04,2010,6,4,53.31514595833333
2010-06-05,2010,6,5,77.796760375
2010-06-06,2010,6,6,57.233229208333334
2010-06-07,2010,6,7,63.01235245833333
2010-06-08,2010,6,8,55.54383241666667
2010-06-09,2010,6,9,57.432289041666664
2010-06-10,2010,6,10,63.135273624999996
2010-06-11,2010,6,11,67.08963204166666
2010-06-12,2010,6,12,74.74220754166667
2010-06-13,2010,6,13,57.96170466666667
2010-06-14,2010,6,14,66.835917125
2010-06-15,2010,6,15,64.46330691666667
2010-06-16,2010,6,16,57.22031466666667
2010-06-17,2010,6,17,62.543432749999994
2010-06-18,2010,6,18,67.10849708333333
2010-06-19,2010,6,19,61.801262375
2010-06-20,2010,6,20,46.91585425
2010-06-21,2010,6,21,52.852324625
2010-06-22,2010,6,22,60.34561529166667
2010-06-23,2010,6,23,57.514287375
2010-06-24,2010,6,24,57.48253308333333
2010-06-25,2010,6,25,61.593974375
2010-06-26,2010,6,26,53.42866375
2010-06-27,2010,6,27,49.53522016666667
2010-06-28,2010,6,28,61.06543245833333
2010-06-29,2010,6,29,61.14687970833333
2010-06-30,2010,6,30,62.72476316666667
2010-07-01,2010,7,1,66.435868875
2010-07-02,2010,7,2,71.11341183333333
2010-07-03,2010,7,3,62.391935875
2010-07-04,2010,7,4,63.860480583333334
2010-07-05,2010,7,5,69.40887166666667
2010-07-06,2010,7,6,64.81504270833334
2010-07-07,2010,7,7,70.08218354166667
2010-07-08,2010,7,8,70.80157237499999
2010-07-09,2010,7,9,72.53893983333333
2010-07-10,2010,7,10,64.68561358333334
2010-07-11,2010,7,11,62.590770416666665
2010-07-12,2010,7,12,66.96936754166667
2010-07-13,2010,7,13,78.22447966666667
2010-07-14,2010,7,14,83.63644058333334
2010-07-15,2010,7,15,82.02014833333334
2010-07-16,2010,7,16,88.47833245833333
2010-07-17,2010,7,17,70.81471941666666
2010-07-18,2010,7,18,58.39995916666666
2010-07-19,2010,7,19,65.08260095833333
2010-07-20,2010,7,20,90.91827720833334
2010-07-21,2010,7,21,77.77826308333333
2010-07-22,2010,7,22,79.26231045833333
2010-07-23,2010,7,23,86.94457908333334
2010-07-24,2010,7,24,65.716323125
2010-07-25,2010,7,25,62.149863583333335
2010-07-26,2010,7,26,61.47708045833333
2010-07-27,2010,7,27,63.897908625
2010-07-28,2010,7,28,83.24967133333334
2010-07-29,2010,7,29,65.653665
2010-07-30,2010,7,30,59.684572875
2010-07-31,2010,7,31,68.69039004166666
2010-08-01,2010,8,1,70.4145785
2010-08-02,2010,8,2,73.14126925
2010-08-03,2010,8,3,74.51515329166666
2010-08-04,2010,8,4,72.879603375
2010-08-05,2010,8,5,72.820845375
2010-08-06,2010,8,6,69.62907629166666
2010-08-07,2010,8,7,75.024000375
2010-08-08,2010,8,8,65.89007175
2010-08-09,2010,8,9,64.60802841666667
2010-08-10,2010,8,10,59.5070085
2010-08-11,2010,8,11,64.99821850000001
2010-08-12,2010,8,12,63.46312329166667
2010-08-13,2010,8,13,58.438584291666665
2010-08-14,2010,8,14,78.59397075
2010-08-15,2010,8,15,57.182971916666666
2010-08-16,2010,8,16,61.162917541666665
2010-08-17,2010,8,17,61.004310583333336
2010-08-18,2010,8,18,62.419906166666664
2010-08-19,2010,8,19,66.63121633333333
2010-08-20,2010,8,20,63.98228220833333
2010-08-21,2010,8,21,67.94849745833334
2010-08-22,2010,8,22,64.28683233333334
2010-08-23,2010,8,23,90.01866375
2010-08-24,2010,8,24,83.41733925
2010-08-25,2010,8,25,86.78149804166667
2010-08-26,2010,8,26,82.335073625
2010-08-27,2010,8,27,81.99191241666666
2010-08-28,2010,8,28,63.49163016666667
2010-08-29,2010,8,29,61.89492504166667
2010-08-30,2010,8,30,69.96580666666667
2010-08-31,2010,8,31,78.70162545833333
2010-09-01,2010,9,1,84.08794516666667
2010-09-02,2010,9,2,84.45274024999999
2010-09-03,2010,9,3,73.336654375
2010-09-04,2010,9,4,66.39187520833333
2010-09-05,2010,9,5,63.412466708333334
2010-09-06,2010,9,6,63.42754695833334
2010-09-07,2010,9,7,62.215714958333336
2010-09-08,2010,9,8,65.92780883333333
2010-09-09,2010,9,9,67.36870983333333
2010-09-10,2010,9,10,66.5164575
2010-09-11,2010,9,11,69.397237625
2010-09-12,2010,9,12,66.01209620833333
2010-09-13,2010,9,13,67.79062775
2010-09-14,2010,9,14,69.60924154166666
2010-09-15,2010,9,15,65.53071225000001
2010-09-16,2010,9,16,63.287176708333334
2010-09-17,2010,9,17,67.54516029166666
2010-09-18,2010,9,18,67.88113266666667
2010-09-19,2010,9,19,53.08177645833334
2010-09-20,2010,9,20,60.586388166666666
2010-09-21,2010,9,21,67.36082654166667
2010-09-22,2010,9,22,74.47152233333333
2010-09-23,2010,9,23,65.82990825
2010-09-24,2010,9,24,64.90213020833333
2010-09-25,2010,9,25,68.10858883333333
2010-09-26,2010,9,26,59.885995083333334
2010-09-27,2010,9,27,61.737317250000004
2010-09-28,2010,9,28,63.025411291666664
2010-09-29,2010,9,29,60.112921541666665
2010-09-30,2010,9,30,63.191064
2010-10-01,2010,10,1,60.731673875
2010-10-02,2010,10,2,64.209702625
2010-10-03,2010,10,3,53.94481458333333
2010-10-04,2010,10,4,66.04429483333334
2010-10-05,2010,10,5,62.68197608333333
2010-10-06,2010,10,6,76.96554183333333
2010-10-07,2010,10,7,60.92049983333333
2010-10-08,2010,10,8,61.109908250000004
2010-10-09,2010,10,9,60.99138620833333
2010-10-10,2010,10,10,53.010821416666666
2010-10-11,2010,10,11,60.43240829166667
2010-10-12,2010,10,12,65.93854666666667
2010-10-13,2010,10,13,62.36090829166667
2010-10-14,2010,10,14,61.09751945833333
2010-10-15,2010,10,15,61.946614375
2010-10-16,2010,10,16,59.34143579166667
2010-10-17,2010,10,17,62.63004604166667
2010-10-18,2010,10,18,82.16236808333333
2010-10-19,2010,10,19,72.77446770833333
2010-10-20,2010,10,20,77.82766866666667
2010-10-21,2010,10,21,79.34145545833333
2010-10-22,2010,10,22,75.72999216666666
2010-10-23,2010,10,23,67.36783829166667
2010-10-24,2010,10,24,60.307079458333334
2010-10-25,2010,10,25,66.71304562499999
2010-10-26,2010,10,26,69.04909204166667
2010-10-27,2010,10,27,68.3570215
2010-10-28,2010,10,28,65.44965975
2010-10-29,2010,10,29,61.73083879166667
2010-10-30,2010,10,30,78.07331166666667
2010-10-31,2010,10,31,60.26841908
2010-11-01,2010,11,1,54.602536875
2010-11-02,2010,11,2,91.33710183333334
2010-11-03,2010,11,3,57.48892741666667
2010-11-04,2010,11,4,55.757685375
2010-11-05,2010,11,5,57.070391083333334
2010-11-06,2010,11,6,59.669568625
2010-11-07,2010,11,7,55.570478333333334
2010-11-08,2010,11,8,60.468453583333336
2010-11-09,2010,11,9,61.705311
2010-11-10,2010,11,10,59.625570249999996
2010-11-11,2010,11,11,57.615937
2010-11-12,2010,11,12,57.952502833333334
2010-11-13,2010,11,13,58.3409195
2010-11-14,2010,11,14,57.156795375
2010-11-15,2010,11,15,59.02891783333334
2010-11-16,2010,11,16,61.47049175
2010-11-17,2010,11,17,62.17877933333333
2010-11-18,2010,11,18,59.923001625
2010-11-19,2010,11,19,65.213577
2010-11-20,2010,11,20,59.83272120833333
2010-11-21,2010,11,21,57.44832504166667
2010-11-22,2010,11,22,59.193184125
2010-11-23,2010,11,23,61.8761565
2010-11-24,2010,11,24,62.44771791666667
2010-11-25,2010,11,25,65.74349933333333
2010-11-26,2010,11,26,68.18841033333334
2010-11-27,2010,11,27,62.73490245833334
2010-11-28,2010,11,28,58.09833679166667
2010-11-29,2010,11,29,66.16768575
2010-11-30,2010,11,30,67.59814325
2010-12-01,2010,12,1,70.611068875
2010-12-02,2010,12,2,69.04501283333333
2010-12-03,2010,12,3,67.0673095
2010-12-04,2010,12,4,68.15820370833333
2010-12-05,2010,12,5,63.771775
2010-12-06,2010,12,6,66.489931
2010-12-07,2010,12,7,71.45648983333334
2010-12-08,2010,12,8,63.589725125
2010-12-09,2010,12,9,63.96428533333333
2010-12-10,2010,12,10,62.145692958333335
2010-12-11,2010,12,11,65.213535875
2010-12-12,2010,12,12,64.63633725
2010-12-13,2010,12,13,76.57215608333333
2010-12-14,2010,12,14,75.118140125
2010-12-15,2010,12,15,75.3493005
2010-12-16,2010,12,16,71.004095
2010-12-17,2010,12,17,70.67262458333333
2010-12-18,2010,12,18,67.16383445833333
2010-12-19,2010,12,19,64.41438770833334
2010-12-20,2010,12,20,63.37722866666667
2010-12-21,2010,12,21,64.91976841666667
2010-12-22,2010,12,22,60.93670220833333
2010-12-23,2010,12,23,55.185852458333336
2010-12-24,2010,12,24,59.952603375
2010-12-25,2010,12,25,56.476676125000004
2010-12-26,2010,12,26,63.86178708333333
2010-12-27,2010,12,27,65.521646125
2010-12-28,2010,12,28,59.636984625000004
2010-12-29,2010,12,29,57.76610133333333
2010-12-30,2010,12,30,58.03327325
2010-12-31,2010,12,31,49.3215205
2011-01-01,2011,1,1,66.59120541666667
2011-01-02,2011,1,2,68.96403579166667
2011-01-03,2011,1,3,66.65367816666667
2011-01-04,2011,1,4,67.11351629166667
2011-01-05,2011,1,5,62.80892029166667
2011-01-06,2011,1,6,60.718715375
2011-01-07,2011,1,7,66.35720779166667
2011-01-08,2011,1,8,66.852830875
2011-01-09,2011,1,9,66.066528
2011-01-10,2011,1,10,65.39552316666666
2011-01-11,2011,1,11,62.08120641666667
2011-01-12,2011,1,12,62.457414625
2011-01-13,2011,1,13,61.662544125000004
2011-01-14,2011,1,14,67.83099633333333
2011-01-15,2011,1,15,65.34271116666666
2011-01-16,2011,1,16,53.8049125
2011-01-17,2011,1,17,60.416971708333335
2011-01-18,2011,1,18,64.986512875
2011-01-19,2011,1,19,66.33946545833334
2011-01-20,2011,1,20,66.3348455
2011-01-21,2011,1,21,65.32192016666667
2011-01-22,2011,1,22,64.50086266666666
2011-01-23,2011,1,23,58.56859645833333
2011-01-24,2011,1,24,69.22052833333333
2011-01-25,2011,1,25,67.595787875
2011-01-26,2011,1,26,66.98753466666666
2011-01-27,2011,1,27,65.26384375
2011-01-28,2011,1,28,64.46992362499999
2011-01-29,2011,1,29,65.53173995833333
2011-01-30,2011,1,30,68.86362583333333
2011-01-31,2011,1,31,69.97966195833334
2011-02-01,2011,2,1,66.27723433333334
2011-02-02,2011,2,2,65.76365116666666
2011-02-03,2011,2,3,63.141344958333335
2011-02-04,2011,2,4,62.53497141666667
2011-02-05,2011,2,5,63.649929375
2011-02-06,2011,2,6,60.59723675
2011-02-07,2011,2,7,64.88460166666667
2011-02-08,2011,2,8,65.09623695833334
2011-02-09,2011,2,9,66.79417525
2011-02-10,2011,2,10,64.80586316666667
2011-02-11,2011,2,11,68.20076154166667
2011-02-12,2011,2,12,64.13632774999999
2011-02-13,2011,2,13,67.87469
2011-02-14,2011,2,14,62.89637904166667
2011-02-15,2011,2,15,67.41667179166667
2011-02-16,2011,2,16,63.27054233333333
2011-02-17,2011,2,17,67.88509245833333
2011-02-18,2011,2,18,71.70340391666667
2011-02-19,2011,2,19,62.08034658333333
2011-02-20,2011,2,20,61.785500750000004
2011-02-21,2011,2,21,71.38749208333334
2011-02-22,2011,2,22,70.96245220833333
2011-02-23,2011,2,23,67.51158
2011-02-24,2011,2,24,73.84135820833333
2011-02-25,2011,2,25,71.02744083333333
2011-02-26,2011,2,26,68.50147108333333
2011-02-27,2011,2,27,64.9016795
2011-02-28,2011,2,28,67.05656829166666
2011-03-01,2011,3,1,72.529638375
2011-03-02,2011,3,2,69.239616
2011-03-03,2011,3,3,67.184018375
2011-03-04,2011,3,4,67.03928929166666
2011-03-05,2011,3,5,65.97422425
2011-03-06,2011,3,6,63.345245875
2011-03-07,2011,3,7,71.01959220833334
2011-03-08,2011,3,8,69.98061025
2011-03-09,2011,3,9,73.219271
2011-03-10,2011,3,10,67.88644845833333
2011-03-11,2011,3,11,67.51401366666667
2011-03-12,2011,3,12,65.59478691666666
2011-03-13,2011,3,13,61.2432575
2011-03-14,2011,3,14,65.268730125
2011-03-15,2011,3,15,68.98987429166667
2011-03-16,2011,3,16,66.81033825
2011-03-17,2011,3,17,62.80084970833333
2011-03-18,2011,3,18,84.66090320833334
2011-03-19,2011,3,19,71.63480270833334
2011-03-20,2011,3,20,65.298873125
2011-03-21,2011,3,21,68.46927770833334
2011-03-22,2011,3,22,67.06909125
2011-03-23,2011,3,23,67.70743104166667
2011-03-24,2011,3,24,68.78039008333333
2011-03-25,2011,3,25,73.08106016666667
2011-03-26,2011,3,26,71.09489766666667
2011-03-27,2011,3,27,68.76880247826087
2011-03-28,2011,3,28,65.25678570833334
2011-03-29,2011,3,29,65.15010933333333
2011-03-30,2011,3,30,66.14854466666667
2011-03-31,2011,3,31,64.99830283333334
2011-04-01,2011,4,1,62.22556204166666
2011-04-02,2011,4,2,68.24945025
2011-04-03,2011,4,3,62.06115404166667
2011-04-04,2011,4,4,67.38880295833333
2011-04-05,2011,4,5,65.15520454166666
2011-04-06,2011,4,6,62.57757070833333
2011-04-07,2011,4,7,65.48076220833333
2011-04-08,2011,4,8,63.061106458333335
2011-04-09,2011,4,9,63.949676458333336
2011-04-10,2011,4,10,55.824356
2011-04-11,2011,4,11,62.86929020833333
2011-04-12,2011,4,12,60.60376725
2011-04-13,2011,4,13,59.500277625
2011-04-14,2011,4,14,69.87120679166667
2011-04-15,2011,4,15,67.70002
2011-04-16,2011,4,16,67.48631075
2011-04-17,2011,4,17,63.49734275
2011-04-18,2011,4,18,66.1364365
2011-04-19,2011,4,19,65.08856375
2011-04-20,2011,4,20,78.33699470833334
2011-04-21,2011,4,21,63.51655829166666
2011-04-22,2011,4,22,60.125376625
2011-04-23,2011,4,23,55.83904025
2011-04-24,2011,4,24,70.79513404166667
2011-04-25,2011,4,25,56.312253750000004
2011-04-26,2011,4,26,81.36343975
2011-04-27,2011,4,27,66.28872929166667
2011-04-28,2011,4,28,65.70303666666666
2011-04-29,2011,4,29,63.93068775
2011-04-30,2011,4,30,74.48208579166666
2011-05-01,2011,5,1,59.311622416666665
2011-05-02,2011,5,2,66.02873120833334
2011-05-03,2011,5,3,72.10222391666667
2011-05-04,2011,5,4,68.268719
2011-05-05,2011,5,5,67.33882504166667
2011-05-06,2011,5,6,67.55996316666666
2011-05-07,2011,5,7,71.03705104166667
2011-05-08,2011,5,8,67.530190375
2011-05-09,2011,5,9,69.02261525
2011-05-10,2011,5,10,67.5313155
2011-05-11,2011,5,11,73.21852991666667
2011-05-12,2011,5,12,73.37476191666667
2011-05-13,2011,5,13,71.637698625
2011-05-14,2011,5,14,71.44608
2011-05-15,2011,5,15,66.15201070833334
2011-05-16,2011,5,16,73.581402375
2011-05-17,2011,5,17,69.66856454166667
2011-05-18,2011,5,18,71.37449608333333
2011-05-19,2011,5,19,74.71770295833333
2011-05-20,2011,5,20,75.06487316666667
2011-05-21,2011,5,21,70.31746275
2011-05-22,2011,5,22,71.898473375
2011-05-23,2011,5,23,79.884273124999993
2011-05-24,2011,5,24,73.524217625
2011-05-25,2011,5,25,73.50716833333334
2011-05-26,2011,5,26,75.08413641666667
2011-05-27,2011,5,27,73.957393
2011-05-28,2011,5,28,76.584036
2011-05-29,2011,5,29,72.93092229166666
2011-05-30,2011,5,30,73.6020685
2011-05-31,2011,5,31,72.302274375
2011-06-01,2011,6,1,71.08380720833333
2011-06-02,2011,6,2,66.03843408333333
2011-06-03,2011,6,3,74.60350804166667
2011-06-04,2011,6,4,72.35172708333333
2011-06-05,2011,6,5,71.86027433333334
2011-06-06,2011,6,6,70.75331470833333
2011-06-07,2011,6,7,69.00029241666667
2011-06-08,2011,6,8,66.79880158333333
2011-06-09,2011,6,9,66.64279941666666
2011-06-10,2011,6,10,65.81724816666667
2011-06-11,2011,6,11,64.34500275
